2024학년도 1학기 학부 개설강좌 일람표,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,('24. 1. 24. 14시 기준)
1208,공과대학,,건축공학과,4학년,AR2001654,045,건축공학종합설계,전공필수,3,2,2,남유진,50,월 15:00-19:00 401-829,,,N,N,
1209,공과대학,,건축공학과,4학년,AR3300307,045,건설관리,전공필수,3,3,0,허영기,50,금 09:00-12:00 401-828,,,N,N,
1210,공과대학,,건축공학과,4학년,AR2001656,045,건축안전공학,전공선택,3,3,0,전정호,20,"화 10:30(75) 401-830, 목 10:30(75) 401-830",,영어,N,N,
1211,공과대학,,건축공학과,4학년,AR2900888,045,건축구조실험,전공선택,3,2,2,이치형,20,목 15:00-19:00 301-20101,,,N,N,
1212,공과대학,,건축공학과,4학년,AR3300843,045,건축방재계획,전공선택,3,3,0,이유식,30,수 09:00-12:00 401-837,,,N,N,
1213,공과대학,,건축공학과,4학년,AR3400680,045,건설공법및현장실무,전공선택,3,2,2,김대영,20,화 13:30-17:30 401-830,,,N,N,
1214,공과대학,,재료공학부,1학년,DL3300613,046,재료공학입문,전공필수,1,1,0,,100,금 10:30(50) 405-2107,,,N,N,
1215,공과대학,,재료공학부,1학년,DL1500037,035,일반물리학(I),전공기초,3,3,0,손영진,45,"월 13:30(75) 405-2105, 수 13:30(75) 405-2105",,,N,N,
1216,공과대학,,재료공학부,1학년,DL1500037,036,일반물리학(I),전공기초,3,3,0,박은경,45,"화 10:30(75) 405-2105, 목 10:30(75) 405-2105",,,N,N,
1217,공과대학,,재료공학부,1학년,DL1500039,051,일반물리학실험(I),전공기초,1,0,2,양임정,18,화 13:00(100) 309-105,,,N,N,
1218,공과대학,,재료공학부,1학년,DL1500039,052,일반물리학실험(I),전공기초,1,0,2,김복기,18,화 13:00(100) 309-212,,,N,N,
1219,공과대학,,재료공학부,1학년,DL1500039,053,일반물리학실험(I),전공기초,1,0,2,김청식,18,화 13:00(100) 309-301,,,N,N,
1220,공과대학,,재료공학부,1학년,DL1500039,054,일반물리학실험(I),전공기초,1,0,2,양임정,18,목 13:00(100) 309-105,,,N,N,
1221,공과대학,,재료공학부,1학년,DL1500039,055,일반물리학실험(I),전공기초,1,0,2,안재석,18,목 13:00(100) 309-212,,,N,N,
1222,공과대학,,재료공학부,1학년,DL1500220,019,일반화학실험(I),전공기초,1,0,2,남기민,18,월 16:30(100) 606-107,,,N,N,
1223,공과대학,,재료공학부,1학년,DL1500220,020,일반화학실험(I),전공기초,1,0,2,박강현,18,월 16:30(100) 606-109,,,N,N,
1224,공과대학,,재료공학부,1학년,DL1500220,021,일반화학실험(I),전공기초,1,0,2,남기민,18,수 16:30(100) 606-107,,,N,N,
1225,공과대학,,재료공학부,1학년,DL1500220,022,일반화학실험(I),전공기초,1,0,2,박강현,18,수 16:30(100) 606-109,,,N,N,
1226,공과대학,,재료공학부,1학년,DL1500220,023,일반화학실험(I),전공기초,1,0,2,,18,금 16:30(100) 606-109,,,N,N,
1227,공과대학,,재료공학부,1학년,DL1500845,014,일반화학(I),전공기초,3,3,0,배명남,45,"월 09:00(75) 606-B101, 수 09:00(75) 606-B101",,,N,N,
1228,공과대학,,재료공학부,1학년,DL1500845,015,일반화학(I),전공기초,3,3,0,배명남,45,"월 15:00(75) 606-B101, 수 15:00(75) 606-B101",,,N,N,
1229,공과대학,,재료공학부,1학년,DL1600644,001,공업수학(I),전공기초,3,3,0,정정미,45,"월 10:30(75) 405-2105, 수 10:30(75) 405-2105",,,N,N,
1230,공과대학,,재료공학부,1학년,DL1600644,002,공업수학(I),전공기초,3,3,0,정정미,45,"화 09:00(75) 405-2105, 목 09:00(75) 405-2105",,,N,N,
1231,공과대학,,재료공학부,2학년,DL2600311,046,재료과학개론(I),전공필수,3,3,0,류봉기,40,"화 15:00(75) 405-2102, 목 15:00(75) 405-2102",,,N,N,
1232,공과대학,,재료공학부,2학년,DL2600311,047,재료과학개론(I),전공필수,3,3,0,이욱진,40,"월 15:00(75) 405-2102, 수 15:00(75) 405-2102",,,N,N,
1233,공과대학,,재료공학부,2학년,DL2600311,048,재료과학개론(I),전공필수,3,3,0,박범경,40,"월 15:00(75) 405-2105, 수 15:00(75) 405-2105",,,N,N,
1234,공과대학,,재료공학부,2학년,DL3500059,046,재료수학,전공필수,3,3,0,,40,"화 09:00(75) 405-2102, 목 09:00(75) 405-2102",,,N,N,
1235,공과대학,,재료공학부,2학년,DL3500059,047,재료수학,전공필수,3,3,0,,40,"화 12:00(75) 405-2102, 목 12:00(75) 405-2102",,,N,N,
1236,공과대학,,재료공학부,2학년,DL3500061,046,열역학(I),전공필수,3,3,0,김양도,50,"월 09:00(75) 405-2102, 수 09:00(75) 405-2102",,,N,N,
1237,공과대학,,재료공학부,2학년,DL3500061,047,열역학(I),전공필수,3,3,0,김양도,50,"월 10:30(75) 405-2102, 수 10:30(75) 405-2102",,,N,N,
1238,공과대학,,재료공학부,2학년,DL2600314,046,재료역학,전공선택,3,3,0,이욱진,45,"월 16:30(75) 405-2102, 수 16:30(75) 405-2102",,,N,N,
1239,공과대학,,재료공학부,2학년,DL3500033,046,유기재료화학,전공선택,3,3,0,리오이룬,45,"월 13:30(75) 405-2102, 수 13:30(75) 405-2102",,영어,N,N,
1240,공과대학,,재료공학부,2학년,DL3500034,046,양자물리화학,전공선택,3,3,0,권세훈,45,"화 13:30(75) 405-2102, 목 13:30(75) 405-2102",,,N,N,
1241,공과대학,,재료공학부,3학년,DL2400251,046,X-선회절및결정학,전공필수,3,2,2,윤석영,40,"월 13:00(100) 405-2107, 수 13:00(100) 405-2107",,,N,N,
1242,공과대학,,재료공학부,3학년,DL2400251,047,X-선회절및결정학,전공필수,3,2,2,윤석영,45,"월 16:30(100) 405-2107, 수 16:30(100) 405-2107",,,N,N,
1243,공과대학,,재료공학부,3학년,DL3500063,046,재료의전자기적성질,전공필수,3,3,0,조영래,45,"화 09:00(75) 405-2107, 목 09:00(75) 405-2107",,,N,N,
1244,공과대학,,재료공학부,3학년,DL3500063,047,재료의전자기적성질,전공필수,3,3,0,송풍근,40,"화 10:30(75) 405-2107, 목 10:30(75) 405-2107",,,N,N,
1245,공과대학,,재료공학부,3학년,DL3500064,046,재료상평형및상변화,전공필수,3,3,0,권세훈/이제인,45,"화 10:30(75) 405-2102, 목 10:30(75) 405-2102",,,Y,N,
1246,공과대학,,재료공학부,3학년,DL3500064,047,재료상평형및상변화,전공필수,3,3,0,권세훈/이제인,40,"화 15:00(75) 405-2107, 목 15:00(75) 405-2107",,,Y,N,
1247,공과대학,,재료공학부,3학년,DL3300610,046,세라믹재료,전공선택,3,3,0,이정우,35,"화 13:30(75) 405-2107, 목 13:30(75) 405-2107",,영어,N,N,
1248,공과대학,,재료공학부,3학년,DL3300612,046,응용재료화학,전공선택,3,3,0,신헌철,35,"월 10:30(75) 405-2107, 수 10:30(75) 405-2107",,,N,N,
1249,공과대학,,재료공학부,3학년,DL3500039,046,이동현상및속도론,전공선택,3,3,0,김우진,35,"월 09:00(75) 405-2106, 수 09:00(75) 405-2106",,,N,N,
1250,공과대학,,재료공학부,3학년,DL3500040,046,고분자재료개론,전공선택,3,3,0,남태원,35,"화 09:00(75) 405-2106, 목 09:00(75) 405-2106",,영어,N,N,
1251,공과대학,,재료공학부,3학년,DL3500041,046,철강신소재,전공선택,3,3,0,강남현,35,"월 15:00(75) 405-2107, 수 15:00(75) 405-2107",,영어,N,N,
1252,공과대학,,재료공학부,3학년,DL3500042,046,반도체소자개론,전공선택,3,3,0,이승기,35,"화 16:30(75) 405-2106, 목 16:30(75) 405-2106",,,N,N,
1253,공과대학,,재료공학부,3학년,DL3500068,046,고체결함,전공선택,3,3,0,박범경,35,"월 09:00(75) 405-2107, 수 09:00(75) 405-2107",,영어,N,N,
1254,공과대학,,재료공학부,3학년,DL3500070,046,재료빅데이터분석,전공선택,3,3,0,최윤석,35,"화 16:30(75) 405-2107, 목 16:30(75) 405-2107",,영어,N,N,
1255,공과대학,,재료공학부,4학년,DL3100709,001,재료공학실험 (II),전공필수,1,0,2,박용호,20,화 18:00(100) 405-2106,,,N,N,
1256,공과대학,,재료공학부,4학년,DL3100709,002,재료공학실험 (II),전공필수,1,0,2,김양도,20,수 18:30(100) 405-2102,,,N,N,
1257,공과대학,,재료공학부,4학년,DL3100709,003,재료공학실험 (II),전공필수,1,0,2,박용호,20,수 18:30(100) 405-2106,,,N,N,
1258,공과대학,,재료공학부,4학년,DL3100709,004,재료공학실험 (II),전공필수,1,0,2,박용호,20,목 18:00(100) 405-2106,,,N,N,
1259,공과대학,,재료공학부,4학년,DL3500067,046,재료종합설계,전공필수,3,1,4,윤석영,100,금 08:00-13:00 405-2102,,,N,N,
1260,공과대학,,재료공학부,4학년,DL2400241,046,복합재료,전공선택,3,3,0,이제인,35,"화 13:30(75) 405-2106, 목 13:30(75) 405-2106",,영어,N,N,
1261,공과대학,,재료공학부,4학년,DL2600717,046,세라믹공정,전공선택,3,3,0,이희수,35,"월 10:30(75) 405-2106, 수 10:30(75) 405-2106",,영어,N,N,
1262,공과대학,,재료공학부,4학년,DL3500049,046,실용유리공학,전공선택,3,3,0,류봉기,35,"화 10:30(75) 405-2106, 목 10:30(75) 405-2106",,,N,N,
1263,공과대학,,재료공학부,4학년,DL3500051,046,소결공학,전공선택,3,3,0,박용호,35,"월 15:00(75) 405-2106, 수 15:00(75) 405-2106",,,N,N,
1264,공과대학,,재료공학부,4학년,DL3500052,046,이차전지공학,전공선택,3,3,0,신헌철,20,"월 13:30(75) 405-2106, 수 13:30(75) 405-2106",,,N,N,
1265,공과대학,,재료공학부,4학년,DL3500071,046,금속가공학,전공선택,3,3,0,최윤석,35,"화 15:00(75) 405-2106, 목 15:00(75) 405-2106",,영어,N,N,
1266,공과대학,전기전자공학부,전자공학전공,1학년,EE1500039,062,일반물리학실험(I),전공기초,1,0,2,김지희,16,화 09:00(100) 309-105,,,N,N,
1267,공과대학,전기전자공학부,전자공학전공,1학년,EE1500039,063,일반물리학실험(I),전공기초,1,0,2,박성균,16,화 09:00(100) 309-212,,,N,N,
1268,공과대학,전기전자공학부,전자공학전공,1학년,EE1500039,064,일반물리학실험(I),전공기초,1,0,2,이주연,16,화 09:00(100) 309-301,,,N,N,
1269,공과대학,전기전자공학부,전자공학전공,1학년,EE1500039,065,일반물리학실험(I),전공기초,1,0,2,이주연,16,목 09:00(100) 309-105,,,N,N,
1270,공과대학,전기전자공학부,전자공학전공,1학년,EE1500039,066,일반물리학실험(I),전공기초,1,0,2,안재석,16,목 09:00(100) 309-212,,,N,N,
1271,공과대학,전기전자공학부,전자공학전공,1학년,EE1500214,024,일반물리학(I),전공기초,3,3,0,이창환,40,"월 13:30(75) 107-8403, 수 13:30(75) 107-8403",,,N,N,
1272,공과대학,전기전자공학부,전자공학전공,1학년,EE1500214,025,일반물리학(I),전공기초,3,3,0,김지희,40,"월 15:00(75) 107-8403, 수 15:00(75) 107-8403",,,N,N,
1273,공과대학,전기전자공학부,전자공학전공,1학년,EE1500379,057,공학미적분학(I),전공기초,3,3,0,김별님,40,"월 13:30(75) 107-8404, 수 13:30(75) 107-8404",,,N,N,
1274,공과대학,전기전자공학부,전자공학전공,1학년,EE1500379,058,공학미적분학(I),전공기초,3,3,0,이경희,40,"월 15:00(75) 107-8404, 수 15:00(75) 107-8404",,,N,N,
1275,공과대학,전기전자공학부,전자공학전공,1학년,EE1500489,057,일반화학,전공기초,3,3,0,,40,"화 13:30(75) 107-8403, 목 13:30(75) 107-8403",,,N,N,
1276,공과대학,전기전자공학부,전자공학전공,1학년,EE1500489,058,일반화학,전공기초,3,3,0,,40,"화 15:00(75) 107-8403, 목 15:00(75) 107-8403",,,N,N,
1277,공과대학,전기전자공학부,전자공학전공,1학년,EE1600575,057,프로그래밍언어,전공기초,2,2,0,김미경,30,화 11:00(100) 201-6308,,,N,N,
1278,공과대학,전기전자공학부,전자공학전공,1학년,EE1600575,058,프로그래밍언어,전공기초,2,2,0,김미경,30,목 11:00(100) 201-6308,,,N,N,
1279,공과대학,전기전자공학부,전자공학전공,1학년,EE1600575,059,프로그래밍언어,전공기초,2,2,0,김미경,30,금 11:00(100) 201-6308,,,N,N,
1280,공과대학,전기전자공학부,전자공학전공,2학년,EE2500953,057,전자기학(I),전공필수,3,3,0,이성식,40,"월 09:00(75) 107-8404, 수 09:00(75) 107-8404",,,N,N,
1281,공과대학,전기전자공학부,전자공학전공,2학년,EE2500953,058,전자기학(I),전공필수,3,3,0,김상길,40,"월 09:00(75) 108-9406, 수 09:00(75) 108-9406",,,N,N,
1282,공과대학,전기전자공학부,전자공학전공,2학년,EE2500953,059,전자기학(I),전공필수,3,3,0,김상길,40,"월 10:30(75) 108-9406, 수 10:30(75) 108-9406",,,N,N,
1283,공과대학,전기전자공학부,전자공학전공,2학년,EE2700985,057,공학수학(I),전공필수,3,3,0,진병재,45,"월 09:00(75) 107-8306, 수 09:00(75) 107-8306",,,N,N,
1284,공과대학,전기전자공학부,전자공학전공,2학년,EE2700985,058,공학수학(I),전공필수,3,3,0,진병재,55,"월 10:30(75) 107-8306, 수 10:30(75) 107-8306",,,N,N,
1285,공과대학,전기전자공학부,전자공학전공,2학년,EE3000396,057,논리회로,전공필수,3,3,0,박성경,40,"화 09:00(75) 107-8403, 목 09:00(75) 107-8403",,,N,N,
1286,공과대학,전기전자공학부,전자공학전공,2학년,EE3000396,058,논리회로,전공필수,3,3,0,,40,"화 09:00(75) 108-9406, 목 09:00(75) 108-9406",,,N,N,
1287,공과대학,전기전자공학부,전자공학전공,2학년,EE3000396,059,논리회로,전공필수,3,3,0,심현석,40,"화 10:30(75) 108-9406, 목 10:30(75) 108-9406",,,N,N,
1288,공과대학,전기전자공학부,전자공학전공,2학년,EE3100592,057,회로이론(II),전공필수,3,3,0,엄경식,45,"화 13:30(75) 107-8404, 목 13:30(75) 107-8404",,,N,N,
1289,공과대학,전기전자공학부,전자공학전공,2학년,EE3100592,058,회로이론(II),전공필수,3,3,0,백지선,45,"화 15:00(75) 107-8404, 목 15:00(75) 107-8404",,,N,N,
1290,공과대학,전기전자공학부,전자공학전공,2학년,EE3100592,059,회로이론(II),전공필수,3,3,0,,45,"화 15:00(75) 108-9405, 목 15:00(75) 108-9405",,,N,N,
1291,공과대학,전기전자공학부,전자공학전공,2학년,EE3100693,057,기초전자전기실험(I),전공필수,2,0,4,엄일규,20,월 18:30-22:30 201-6308,,,N,N,
1292,공과대학,전기전자공학부,전자공학전공,2학년,EE3100693,058,기초전자전기실험(I),전공필수,2,0,4,백광렬,20,월 18:30-22:30 201-6307,,,N,N,
1293,공과대학,전기전자공학부,전자공학전공,2학년,EE3100693,059,기초전자전기실험(I),전공필수,2,0,4,김형남,20,수 18:30-22:30 201-6308,,,N,N,
1294,공과대학,전기전자공학부,전자공학전공,2학년,EE3100693,060,기초전자전기실험(I),전공필수,2,0,4,김석찬,20,수 18:30-22:30 201-6307,,,N,N,
1295,공과대학,전기전자공학부,전자공학전공,2학년,EE3100693,061,기초전자전기실험(I),전공필수,2,0,4,공경보,20,금 14:00-18:00 201-6308,,,N,N,
1296,공과대학,전기전자공학부,전자공학전공,2학년,EE3100693,062,기초전자전기실험(I),전공필수,2,0,4,이재현,20,금 14:00-18:00 201-6307,,,N,N,
1297,공과대학,전기전자공학부,전자공학전공,3학년,EE2100685,057,아날로그회로실험,전공필수,2,0,4,김형순,20,화 18:30-22:30 201-6308,,,N,N,
1298,공과대학,전기전자공학부,전자공학전공,3학년,EE2100685,058,아날로그회로실험,전공필수,2,0,4,오민철,20,화 18:30-22:30 201-6307,,,N,N,
1299,공과대학,전기전자공학부,전자공학전공,3학년,EE2100685,059,아날로그회로실험,전공필수,2,0,4,박성경,20,목 18:30-22:30 201-6308,,,N,N,
1300,공과대학,전기전자공학부,전자공학전공,3학년,EE2100685,060,아날로그회로실험,전공필수,2,0,4,심현석,20,목 18:30-22:30 201-6307,,,N,N,
1301,공과대학,전기전자공학부,전자공학전공,3학년,EE2100685,061,아날로그회로실험,전공필수,2,0,4,백지선,20,금 18:30-22:30 201-6308,,,N,N,
1302,공과대학,전기전자공학부,전자공학전공,3학년,EE2100685,062,아날로그회로실험,전공필수,2,0,4,이성식,20,금 18:30-22:30 201-6307,,,N,N,
1303,공과대학,전기전자공학부,전자공학전공,3학년,EE2500797,057,물리전자,전공필수,3,3,0,심현석,37,"월 09:00(75) 108-9405, 수 09:00(75) 108-9405",,,N,N,
1304,공과대학,전기전자공학부,전자공학전공,3학년,EE2500797,058,물리전자,전공필수,3,3,0,오민철,37,"월 10:30(75) 108-9405, 수 10:30(75) 108-9405",,,N,N,
1305,공과대학,전기전자공학부,전자공학전공,3학년,EE2500797,059,물리전자,전공필수,3,3,0,이문석,37,"월 10:30(75) 107-8405, 수 10:30(75) 107-8405",,,N,N,
1306,공과대학,전기전자공학부,전자공학전공,3학년,EE3100685,057,전자회로(II),전공필수,3,3,0,백광렬,40,"화 09:00(75) 107-8405, 목 09:00(75) 107-8405",,,N,N,
1307,공과대학,전기전자공학부,전자공학전공,3학년,EE3100685,058,전자회로(II),전공필수,3,3,0,백광렬,40,"화 10:30(75) 107-8405, 목 10:30(75) 107-8405",,,N,N,
1308,공과대학,전기전자공학부,전자공학전공,3학년,EE3100685,059,전자회로(II),전공필수,3,3,0,백지선,40,"화 10:30(75) 107-8404, 목 10:30(75) 107-8404",,,N,N,
1309,공과대학,전기전자공학부,전자공학전공,3학년,EE3100696,057,확률통계,전공필수,3,3,0,송재영,50,"월 13:30(75) 107-8405, 수 13:30(75) 107-8405",,,N,N,
1310,공과대학,전기전자공학부,전자공학전공,3학년,EE3100696,058,확률통계,전공필수,3,3,0,김형순,50,"월 15:00(75) 107-8405, 수 15:00(75) 107-8405",,,N,N,
1311,공과대학,전기전자공학부,전자공학전공,3학년,EE2100689,057,전자장,전공선택,3,3,0,이길주,40,"화 13:30(75) 107-8405, 목 13:30(75) 107-8405",,,N,N,
1312,공과대학,전기전자공학부,전자공학전공,3학년,EE2600217,057,제어공학,전공선택,3,3,0,서정원,40,"월 09:00(75) 107-8403, 수 09:00(75) 107-8403",,영어,N,N,
1313,공과대학,전기전자공학부,전자공학전공,3학년,EE2600217,058,제어공학,전공선택,3,3,0,서정원,40,"월 10:30(75) 107-8403, 수 10:30(75) 107-8403",,영어,N,N,
1314,공과대학,전기전자공학부,전자공학전공,3학년,EE2700471,057,수치해석,전공선택,3,3,0,이인호,40,"화 13:30(75) 108-9406, 목 13:30(75) 108-9406",,,N,N,
1315,공과대학,전기전자공학부,전자공학전공,3학년,EE2700471,058,수치해석,전공선택,3,3,0,이인호,40,"화 15:00(75) 108-9406, 목 15:00(75) 108-9406",,,N,N,
1316,공과대학,전기전자공학부,전자공학전공,3학년,EE2700535,057,공업교육론,전공선택,3,3,0,성기태,5,토 13:00-16:00 107-8403,,,N,N,
1317,공과대학,전기전자공학부,전자공학전공,3학년,EE3500468,057,마이크로프로세서응용,전공선택,3,2,2,백광렬,40,"월 13:00(100) 108-9406, 수 13:00(100) 201-6308",,,N,N,
1318,공과대학,전기전자공학부,전자공학전공,3학년,EE1500570,057,공학선형대수학,전공기초,3,3,0,김형남,50,"화 09:00(75) 108-9405, 목 09:00(75) 108-9405",,,N,N,
1319,공과대학,전기전자공학부,전자공학전공,3학년,EE1500570,058,공학선형대수학,전공기초,3,3,0,김형남,50,"화 10:30(75) 108-9405, 목 10:30(75) 108-9405",,,N,N,
1320,공과대학,전기전자공학부,전자공학전공,4학년,EE3600543,057,공학종합설계과제(I),전공필수,2,0,4,백광렬/김형남,20,"화 13:00(100) 207-10706, 화 15:00(100) 207-10706",,,Y,N,CAPSTONE DESIGN
1321,공과대학,전기전자공학부,전자공학전공,4학년,EE3600543,058,공학종합설계과제(I),전공필수,2,0,4,김석찬/박성경,20,"수 13:00(100) 107-8309, 수 15:00(100) 107-8309",,,Y,N,CAPSTONE DESIGN
1322,공과대학,전기전자공학부,전자공학전공,4학년,EE3600543,059,공학종합설계과제(I),전공필수,2,0,4,엄일규/백지선,20,"화 13:00(100) 207-10505, 화 15:00(100) 207-10505",,,Y,N,CAPSTONE DESIGN
1323,공과대학,전기전자공학부,전자공학전공,4학년,EE3600543,060,공학종합설계과제(I),전공필수,2,0,4,김형순/이성식,20,"수 13:00(100) 207-10706, 수 15:00(100) 207-10706",,,Y,N,CAPSTONE DESIGN
1324,공과대학,전기전자공학부,전자공학전공,4학년,EE3600543,061,공학종합설계과제(I),전공필수,2,0,4,오민철/공경보,20,"수 13:00(100) 207-10505, 수 15:00(100) 207-10505",,,Y,N,CAPSTONE DESIGN
1325,공과대학,전기전자공학부,전자공학전공,4학년,EE3600543,062,공학종합설계과제(I),전공필수,2,0,4,심현석/이재현,20,"화 13:00(100) 107-8309, 화 15:00(100) 107-8309",,,Y,N,CAPSTONE DESIGN
1326,공과대학,전기전자공학부,전자공학전공,4학년,EE2001449,057,인공지능개론,전공선택,3,3,0,공경보,40,"월 09:00(75) 107-8405, 수 09:00(75) 107-8405",,,N,N,
1327,공과대학,전기전자공학부,전자공학전공,4학년,EE2600064,057,광전자공학,전공선택,3,3,0,이길주,40,"화 15:00(75) 107-8405, 목 15:00(75) 107-8405",,,N,N,
1328,공과대학,전기전자공학부,전자공학전공,4학년,EE3100698,057,디지털통신개론,전공선택,3,3,0,김석찬,40,"화 10:30(75) 107-8403, 목 10:30(75) 107-8403",,영어,N,N,
1329,공과대학,전기전자공학부,전자공학전공,4학년,EE3100699,057,디지털신호처리,전공선택,3,3,0,엄일규,40,"월 13:30(75) 108-9405, 수 13:30(75) 108-9405",,,N,N,
1330,공과대학,전기전자공학부,전자공학전공,4학년,EE3100701,057,SoC설계개론,전공선택,3,3,0,박성경,40,"화 13:30(75) 108-9405, 목 13:30(75) 108-9405",,영어,N,N,
1331,공과대학,전기전자공학부,전자공학전공,4학년,EE3500610,057,지능형반도체,전공선택,3,3,0,이성식,40,"월 10:30(75) 107-8404, 수 10:30(75) 107-8404",,,N,N,
1332,공과대학,전기전자공학부,전자공학전공,4학년,EE3500611,057,스마트제어시스템,전공선택,3,3,0,이인호,40,"월 15:00(75) 108-9405, 수 15:00(75) 108-9405",,,N,N,
1333,공과대학,전기전자공학부,전자공학전공,4학년,EE3600546,057,AI바이오의료영상,전공선택,3,3,0,엄경식,40,"화 09:00(75) 107-8404, 목 09:00(75) 107-8404",,영어,N,N,
1334,공과대학,전기전자공학부,전자공학전공,4학년,ZE1000043,057,공학작문및발표,교양필수,3,2,2,윤상근,45,"월 16:30(100) 107-8405, 수 16:30(100) 107-8405",,,N,N,
1335,공과대학,전기전자공학부,전자공학전공,4학년,ZE1000043,058,공학작문및발표,교양필수,3,2,2,윤상근,45,"화 16:30(100) 107-8405, 목 16:30(100) 107-8405",,,N,N,
1336,공과대학,전기전자공학부,전기공학전공,1학년,ET1500039,068,일반물리학실험(I),전공기초,1,0,2,이창환,10,월 11:00(100) 309-105,,,N,N,
1337,공과대학,전기전자공학부,전기공학전공,1학년,ET1500039,069,일반물리학실험(I),전공기초,1,0,2,임상훈,10,월 11:00(100) 309-212,,,N,N,
1338,공과대학,전기전자공학부,전기공학전공,1학년,ET1500039,070,일반물리학실험(I),전공기초,1,0,2,정윤철,10,월 11:00(100) 309-301,,,N,N,
1339,공과대학,전기전자공학부,전기공학전공,1학년,ET1500039,071,일반물리학실험(I),전공기초,1,0,2,이창환,10,수 11:00(100) 309-105,,,N,N,
1340,공과대학,전기전자공학부,전기공학전공,1학년,ET1500039,072,일반물리학실험(I),전공기초,1,0,2,계범석,10,수 11:00(100) 309-212,,,N,N,
1341,공과대학,전기전자공학부,전기공학전공,1학년,ET1500214,026,일반물리학(I),전공기초,3,3,0,김건철,40,"화 09:00(75) 107-8306, 목 09:00(75) 107-8306",,,N,N,
1342,공과대학,전기전자공학부,전기공학전공,1학년,ET1500214,027,일반물리학(I),전공기초,3,3,0,조미선,40,"화 10:30(75) 107-8306, 목 10:30(75) 107-8306",,,N,N,
1343,공과대학,전기전자공학부,전기공학전공,1학년,ET1500379,060,공학미적분학(I),전공기초,3,3,0,권수미,40,"화 09:00(75) 207-10115, 목 09:00(75) 207-10115",,,N,N,
1344,공과대학,전기전자공학부,전기공학전공,1학년,ET1500379,061,공학미적분학(I),전공기초,3,3,0,권수미,40,"화 10:30(75) 207-10304, 목 10:30(75) 207-10304",,,N,N,
1345,공과대학,전기전자공학부,전기공학전공,1학년,ET1500489,060,일반화학,전공기초,3,3,0,나영미,40,"월 13:30(75) 107-8306, 수 13:30(75) 107-8306",,,N,N,
1346,공과대학,전기전자공학부,전기공학전공,1학년,ET1500489,061,일반화학,전공기초,3,3,0,김희진,40,"화 15:00(75) 107-8306, 목 15:00(75) 107-8306",,,N,N,
1347,공과대학,전기전자공학부,전기공학전공,1학년,ET1600575,060,프로그래밍언어,전공기초,2,2,0,김미경,30,월 11:00(100) 207-10113,,,N,N,
1348,공과대학,전기전자공학부,전기공학전공,1학년,ET1600575,061,프로그래밍언어,전공기초,2,2,0,김미경,30,수 11:00(100) 207-10113,,,N,N,
1349,공과대학,전기전자공학부,전기공학전공,1학년,ET1600575,062,프로그래밍언어,전공기초,2,2,0,김미경,30,금 14:00(100) 207-10113,,,N,N,
1350,공과대학,전기전자공학부,전기공학전공,2학년,ET2500203,060,공학수학(I),전공필수,3,3,0,진병재,40,"화 09:00(75) 107-8307, 목 09:00(75) 107-8307",,,N,N,
1351,공과대학,전기전자공학부,전기공학전공,2학년,ET2500203,061,공학수학(I),전공필수,3,3,0,진병재,40,"화 10:30(75) 107-8307, 목 10:30(75) 107-8307",,,N,N,
1352,공과대학,전기전자공학부,전기공학전공,2학년,ET2500953,060,전자기학(I),전공필수,3,3,0,이지호,40,"월 10:30(75) 107-8307, 수 10:30(75) 107-8307",,,N,N,
1353,공과대학,전기전자공학부,전기공학전공,2학년,ET2500953,061,전자기학(I),전공필수,3,3,0,이지호,40,"월 15:00(75) 107-8307, 수 15:00(75) 107-8307",,,N,N,
1354,공과대학,전기전자공학부,전기공학전공,2학년,ET2600029,060,신호및시스템,전공필수,3,3,0,정한유,50,"월 16:30(75) 207-10303, 수 16:30(75) 207-10303",,,N,N,
1355,공과대학,전기전자공학부,전기공학전공,2학년,ET3500493,060,전기회로(I),전공필수,3,3,0,이치우,40,"월 10:30(75) 207-10115, 수 10:30(75) 207-10115",,,N,N,
1356,공과대학,전기전자공학부,전기공학전공,2학년,ET3500493,061,전기회로(I),전공필수,3,3,0,이치우,40,"월 15:00(75) 207-10115, 수 15:00(75) 207-10115",,,N,N,
1357,공과대학,전기전자공학부,전기공학전공,2학년,ET3500665,060,어드벤처디자인,전공필수,2,0,4,김장목,30,월 18:30-22:30 207-10103,,,N,N,
1358,공과대학,전기전자공학부,전기공학전공,2학년,ET3500665,061,어드벤처디자인,전공필수,2,0,4,이치우,30,수 18:30-22:30 207-10103,,,N,N,
1359,공과대학,전기전자공학부,전기공학전공,2학년,ET3500665,062,어드벤처디자인,전공필수,2,0,4,이지호,30,금 09:00-13:00 207-10103,,,N,N,
1360,공과대학,전기전자공학부,전기공학전공,2학년,ET1600556,060,논리회로및설계,전공기초,3,3,0,이승준,40,"화 13:30(75) 201-6207, 목 13:30(75) 201-6207",,,N,N,
1361,공과대학,전기전자공학부,전기공학전공,3학년,ET2500706,060,전기기기(I),전공필수,3,3,0,박관수,40,"월 10:30(75) 207-10303, 수 10:30(75) 207-10303",,,N,N,
1362,공과대학,전기전자공학부,전기공학전공,3학년,ET2500706,061,전기기기(I),전공필수,3,3,0,박관수,40,"월 13:30(75) 207-10303, 수 13:30(75) 207-10303",,,N,N,
